"","Nest","FirstFound","LastPresent","LastChecked","Fate","Freq","Init","AgeDay1","Year","Site","Win_Hi","Win_Lo","Spr_Hi","Spr_Lo","wxt","sxt","wxw","sxw","fox"
"2037","MG0029",5,27,27,0,1,148,-2,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2038","MG0030",5,27,27,0,1,148,-2,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2039","MG0031",5,30,30,0,1,147,-1,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2040","MG0032",5,20,20,0,1,147,-1,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2041","MG0058",7,22,22,0,1,149,-3,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2042","MG0059",7,18,18,0,1,148,-2,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2043","MG0064",8,23,23,0,1,148,-2,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2044","MG0065",8,24,24,0,1,148,-2,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2045","MG0072",9,31,31,0,1,152,-6,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2046","MG0073",9,28,28,0,1,149,-3,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2047","MG0074",9,33,33,0,1,152,-6,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2048","MG0078",12,27,27,0,1,148,-2,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2049","MG0081",12,27,27,0,1,148,-2,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2050","MG0083",13,19,19,0,1,140,6,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2051","MG0084",14,27,27,0,1,148,-2,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2052","MG0087",15,26,26,0,1,147,-1,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2053","MG0088",15,21,21,0,1,142,4,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2054","MG0090",15,21,21,0,1,142,4,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2055","MG0091",17,30,30,0,1,151,-5,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2056","N00022",5,28,28,0,1,147,-1,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2057","N00023",5,25,25,0,1,146,0,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2058","N00024",5,24,24,0,1,142,4,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2059","N00025",5,27,27,0,1,148,-2,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2060","N00033",5,21,21,0,1,142,4,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2061","N00039",7,26,26,0,1,147,-1,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2062","N00042",8,31,31,0,1,151,-5,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2063","N00047",8,24,24,0,1,145,1,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2064","N00048",8,26,26,0,1,145,1,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2065","N00050",8,26,26,0,1,145,1,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2066","N00051",8,29,29,0,1,148,-2,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2067","N00052",9,30,30,0,1,151,-5,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2068","N00054",9,20,20,0,1,146,0,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2069","N00055",9,23,23,0,1,147,-1,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2070","N00057",9,28,28,0,1,149,-3,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2071","N00060",9,28,28,0,1,149,-3,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2072","N00062",9,26,26,0,1,148,-2,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2073","N00066",12,20,20,0,1,142,4,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2074","N00067",12,23,23,0,1,152,-6,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2075","N00070",12,26,26,0,1,146,0,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2076","N00075",13,24,24,0,1,145,1,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2077","N00076",13,32,32,0,1,153,-7,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2078","N00077",13,28,28,0,1,149,-3,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2079","N00079",15,30,30,0,1,151,-5,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2080","N00080",15,28,28,0,1,149,-3,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2081","N00081",15,37,37,0,1,158,-12,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2082","N00082",16,40,40,0,1,161,-15,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2083","N00083",16,38,38,0,1,159,-13,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2084","N00084",16,32,32,0,1,153,-7,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2085","N00086",20,33,33,0,1,154,-8,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2086","N00087",21,28,28,0,1,149,-3,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2087","N00088",24,33,33,0,1,154,-8,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2088","N00089",26,30,30,0,1,151,-5,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2089","C00067",9,9,20,1,1,152,-6,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2090","M00002",1,1,16,1,1,144,2,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2091","M00020",5,5,14,1,1,148,-2,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2092","M00021",5,5,14,1,1,148,-2,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2093","M00022",5,5,14,1,1,148,-2,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2094","M00023",5,5,14,1,1,148,-2,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2095","M00024",5,5,14,1,1,148,-2,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2096","M00027",6,6,15,1,1,149,-3,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2097","M00029",7,7,12,1,1,150,-4,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2098","M00030",7,20,23,1,1,144,2,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2099","M00038",9,16,24,1,1,149,-3,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2100","M00039",9,9,16,1,1,143,3,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2101","M00041",12,12,30,1,1,155,-9,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2102","M00043",15,15,35,1,1,158,-12,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2103","M00044",16,16,27,1,1,150,-4,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2104","M00047",17,17,35,1,1,157,-11,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2105","MG0028",5,5,14,1,1,148,-2,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2106","MG0063",8,28,29,1,1,151,-5,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2107","MG0085",14,27,30,1,1,152,-6,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2108","N00028",5,5,20,1,1,145,1,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2109","N00029",5,5,16,1,1,148,-2,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2110","N00032",5,15,24,1,1,149,-3,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2111","N00043",8,8,16,1,1,152,-6,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2112","N00069",12,17,26,1,1,151,-5,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2113","N00072",12,12,16,1,1,152,-6,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2114","N00078",15,22,26,1,1,147,-1,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2115","N00085",17,17,34,1,1,159,-13,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2116","N00091",29,29,30,1,1,154,-8,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2117","MG0080",12,31,31,0,1,146,0,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2118","MG0086",15,34,34,0,1,158,-12,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2119","MG0089",15,34,34,0,1,155,-9,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2120","N00036",7,19,19,0,1,147,-1,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2121","N00049",8,24,24,0,1,148,-2,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2122","N00073",12,30,30,0,1,154,-8,2011,"kig",51,60,21,3,1,3,7,5,0.55
"2123","C00011",6,23,23,0,1,157,-1,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2124","C00012",7,27,27,0,1,160,-4,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2125","C00013",8,30,30,0,1,161,-5,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2126","C00014",8,24,24,0,1,155,1,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2127","C00015",8,23,23,0,1,155,1,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2128","C00025",10,23,23,0,1,155,1,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2129","C00026",10,22,22,0,1,159,-3,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2130","C00033",11,24,24,0,1,160,-4,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2131","C00036",11,32,32,0,1,164,-8,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2132","C00037",11,19,19,0,1,148,8,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2133","C00040",12,26,26,0,1,157,-1,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2134","C00041",15,32,32,0,1,159,-3,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2135","C00042",15,32,32,0,1,168,-12,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2136","C00053",22,28,28,0,1,159,-3,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2137","M00002",3,30,30,0,1,156,0,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2138","M00018",11,26,26,0,1,157,-1,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2139","M00019",12,27,27,0,1,163,-7,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2140","M00021",12,27,27,0,1,158,-2,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2141","M00024",13,27,27,0,1,158,-2,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2142","M00025",13,26,26,0,1,157,-1,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2143","M00026",3,26,26,0,1,157,-1,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2144","M00027",13,27,27,0,1,158,-2,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2145","M00029",19,41,41,0,1,172,-16,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2146","M00031",25,27,27,0,1,158,-2,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2147","M00050",23,36,36,0,1,167,-11,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2148","N00007",7,29,29,0,1,161,-5,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2149","N00014",7,30,30,0,1,161,-5,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2150","N00015",7,28,28,0,1,158,-2,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2151","N00016",7,23,23,0,1,154,2,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2152","N00017",7,27,27,0,1,159,-3,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2153","N00020",8,25,25,0,1,159,-3,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2154","N00023",8,27,27,0,1,158,-2,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2155","N00024",8,28,28,0,1,159,-3,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2156","N00025",9,28,28,0,1,163,-7,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2157","N00030",9,32,32,0,1,163,-7,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2158","N00031",9,28,28,0,1,163,-7,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2159","N00033",9,30,30,0,1,162,-6,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2160","N00034",9,31,31,0,1,162,-6,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2161","N00035",10,30,30,0,1,161,-5,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2162","N00037",10,28,28,0,1,163,-7,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2163","N00038",10,28,28,0,1,160,-4,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2164","N00044",13,28,28,0,1,159,-3,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2165","N00045",13,29,29,0,1,160,-4,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2166","N00046",13,29,29,0,1,162,-6,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2167","N00048",13,28,28,0,1,160,-4,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2168","N00049",13,31,31,0,1,162,-6,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2169","N00050",16,28,28,0,1,159,-3,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2170","N00051",17,30,30,0,1,161,-5,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2171","N00052",17,23,23,0,1,154,2,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2172","N00053",17,36,36,0,1,167,-11,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2173","N00054",17,32,32,0,1,163,-7,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2174","N00055",18,27,27,0,1,158,-2,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2175","N00057",18,27,27,0,1,158,-2,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2176","N00062",27,42,42,0,1,173,-17,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2177","N00064",28,30,30,0,1,161,-5,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2178","N00065",28,34,34,0,1,165,-9,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2179","SBS004",2,26,26,0,1,156,0,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2180","SBS007",7,23,23,0,1,153,3,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2181","SBS009",7,31,31,0,1,161,-5,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2182","SBS010",7,29,29,0,1,161,-5,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2183","SBS011",8,31,31,0,1,162,-6,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2184","SBS015",8,32,32,0,1,162,-6,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2185","SBS016",8,30,30,0,1,162,-6,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2186","SBS020",9,33,33,0,1,163,-7,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2187","SBS021",9,33,33,0,1,163,-7,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2188","SBS023",9,33,33,0,1,163,-7,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2189","SBS025",9,34,34,0,1,163,-7,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2190","SBS026",9,29,29,0,1,161,-5,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2191","SBS029",9,31,31,0,1,162,-6,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2192","SBS031",10,23,23,0,1,156,0,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2193","SBS036",11,38,38,0,1,165,-9,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2194","SBS037",11,29,29,0,1,162,-6,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2195","SBS038",11,34,34,0,1,165,-9,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2196","SBS041",11,31,31,0,1,162,-6,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2197","SBS044",12,37,37,0,1,166,-10,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2198","SBS045",12,26,26,0,1,156,0,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2199","SBS048",13,26,26,0,1,157,-1,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2200","SBS050",13,27,27,0,1,158,-2,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2201","SBS052",13,31,31,0,1,162,-6,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2202","SBS061",18,35,35,0,1,166,-10,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2203","SBS062",19,24,24,0,1,155,1,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2204","SBS064",19,21,21,0,1,152,4,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2205","SBS065",23,29,29,0,1,160,-4,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2206","C00003",1,24,27,1,1,154,2,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2207","C00007",2,2,8,1,1,153,3,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2208","C00008",4,4,15,1,1,158,-2,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2209","C00019",9,18,20,1,1,154,2,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2210","C00045",15,15,30,1,1,161,-5,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2211","C00046",17,34,36,1,1,167,-11,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2212","C00048",17,17,34,1,1,168,-12,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2213","M00014",9,9,15,1,1,162,-6,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2214","M00015",10,10,24,1,1,158,-2,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2215","M00023",13,13,24,1,1,167,-11,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2216","N00003",6,18,25,1,1,160,-4,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2217","NG0007",6,6,18,1,1,156,0,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2218","N00026",9,19,32,1,1,163,-7,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2219","N00039",10,17,25,1,1,162,-6,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2220","N00043",13,13,19,1,1,159,-3,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2221","N00047",13,19,34,1,1,168,-12,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2222","N00056",18,18,32,1,1,165,-9,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2223","N00058",19,19,34,1,1,169,-13,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2224","N00059",27,27,34,1,1,165,-9,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2225","N00061",27,27,38,1,1,174,-18,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2226","SBS001",1,2,12,1,1,156,0,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2227","SBS018",9,30,34,1,1,163,-7,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2228","SBS032",10,18,32,1,1,164,-8,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2229","SBS056",16,16,28,1,1,162,-6,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2230","C00004",1,19,19,0,1,154,2,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2231","C00038",11,48,48,0,1,159,-3,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2232","N00018",7,16,16,0,1,158,-2,2012,"kig",52,45,23,0,36,5,11,0,0.43
"2233","JR0001",1,15,15,0,1,154,10,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2234","JR0008",2,9,9,0,1,148,16,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2235","JR0015",6,17,17,0,1,156,8,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2236","JR0030",7,14,14,0,1,153,11,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2237","KP0001",1,19,19,0,1,158,6,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2238","KP0005",2,12,12,0,1,151,13,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2239","KP0007",2,16,16,0,1,155,9,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2240","KP0019",6,16,16,0,1,151,13,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2241","KP0021",6,16,16,0,1,158,6,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2242","KP0037",13,16,16,0,1,155,9,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2243","MG0007",2,14,14,0,1,152,12,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2244","MG0017",5,20,20,0,1,159,5,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2245","MG0020",5,20,20,0,1,159,5,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2246","MG0024",6,17,17,0,1,156,8,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2247","MG0030",7,12,12,0,1,151,13,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2248","MG0031",7,18,18,0,1,151,13,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2249","MG0036",8,16,16,0,1,154,10,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2250","MG0042",13,20,20,0,1,155,9,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2251","MG0046",14,16,16,0,1,154,10,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2252","TH0002",1,14,14,0,1,153,11,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2253","TH0010",5,16,16,0,1,157,7,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2254","TH0017",6,15,15,0,1,154,10,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2255","TH0018",6,14,14,0,1,151,13,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2256","TH0019",6,16,16,0,1,159,5,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2257","TH0020",6,20,20,0,1,159,5,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2258","TH0025",7,12,12,0,1,153,11,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2259","TH0036",9,13,13,0,1,152,12,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2260","TH0040",9,12,12,0,1,151,13,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2261","TH0042",14,18,18,0,1,157,7,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2262","JR0009",2,2,15,1,1,159,5,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2263","JR0011",2,2,6,1,1,158,6,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2264","KP0004",1,1,12,1,1,163,1,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2265","KP0010",2,13,15,1,1,155,9,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2266","KP0014",5,12,14,1,1,153,11,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2267","KP0024",7,7,15,1,1,156,8,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2268","KP0030",7,12,15,1,1,152,12,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2269","MG0034",7,7,15,1,1,155,9,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2270","TH0015",6,15,20,1,1,160,4,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2271","TH0023",7,7,15,1,1,159,5,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2272","TH0027",7,7,11,1,1,152,12,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2273","TH0031",8,8,16,1,1,167,-3,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2274","TH0034",8,8,16,1,1,162,2,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2275","JR0004",2,20,20,0,1,164,0,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2276","JR0023",6,20,20,0,1,156,8,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2277","JR0037",13,20,20,0,1,167,-3,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2278","KP0016",6,20,20,0,1,160,4,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2279","MG0010",2,20,20,0,1,163,1,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2280","MG0015",5,21,21,0,1,162,2,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2281","MG0027",6,20,20,0,1,164,0,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2282","MG0028",7,20,20,0,1,169,-5,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2283","MG0038",8,20,20,0,1,162,2,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2284","MG0039",8,20,20,0,1,162,2,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2285","MG0044",13,20,20,0,1,163,1,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2286","TH0033",8,20,20,0,1,156,8,2013,"kig",57,46,22,0,14,7,8,1,0.42
"2287","CM002",2,17,17,0,1,150,3,2014,"kig",38,55,7,9,5,0,9,1,0.61
"2288","CM005",3,10,10,0,1,135,18,2014,"kig",38,55,7,9,5,0,9,1,0.61
"2289","CM006",3,10,10,0,1,138,15,2014,"kig",38,55,7,9,5,0,9,1,0.61
"2290","CM007",3,11,11,0,1,139,14,2014,"kig",38,55,7,9,5,0,9,1,0.61
"2291","CM009",3,12,12,0,1,134,19,2014,"kig",38,55,7,9,5,0,9,1,0.61
"2292","CM010B",3,14,14,0,1,142,11,2014,"kig",38,55,7,9,5,0,9,1,0.61
"2293","CM012",3,6,6,0,1,134,19,2014,"kig",38,55,7,9,5,0,9,1,0.61
"2294","CM013",4,11,11,0,1,139,14,2014,"kig",38,55,7,9,5,0,9,1,0.61
"2295","CM014",4,8,8,0,1,136,17,2014,"kig",38,55,7,9,5,0,9,1,0.61
"2296","CM015",4,15,15,0,1,143,10,2014,"kig",38,55,7,9,5,0,9,1,0.61
"2297","CM016",5,12,12,0,1,140,13,2014,"kig",38,55,7,9,5,0,9,1,0.61
"2298","CM025",7,17,17,0,1,145,8,2014,"kig",38,55,7,9,5,0,9,1,0.61
"2299","CM029",13,14,14,0,1,142,11,2014,"kig",38,55,7,9,5,0,9,1,0.61
"2300","EW003",2,13,13,0,1,141,12,2014,"kig",38,55,7,9,5,0,9,1,0.61
"2301","EW005",3,26,26,0,1,154,-1,2014,"kig",38,55,7,9,5,0,9,1,0.61
"2302","EW007",3,8,8,0,1,132,21,2014,"kig",38,55,7,9,5,0,9,1,0.61
"2303","EW011",4,16,16,0,1,144,9,2014,"kig",38,55,7,9,5,0,9,1,0.61
"2304","EW016",5,14,14,0,1,142,11,2014,"kig",38,55,7,9,5,0,9,1,0.61
"2305","EW020",5,15,15,0,1,144,9,2014,"kig",38,55,7,9,5,0,9,1,0.61
"2306","EW021",5,6,6,0,1,134,19,2014,"kig",38,55,7,9,5,0,9,1,0.61
"2307","EW023",3,7,7,0,1,135,18,2014,"kig",38,55,7,9,5,0,9,1,0.61
"2308","EW025",6,9,9,0,1,137,16,2014,"kig",38,55,7,9,5,0,9,1,0.61
"2309","EW026",7,25,25,0,1,154,-1,2014,"kig",38,55,7,9,5,0,9,1,0.61
"2310","EW028",11,17,17,0,1,145,8,2014,"kig",38,55,7,9,5,0,9,1,0.61
"2311","EW029",11,20,20,0,1,148,5,2014,"kig",38,55,7,9,5,0,9,1,0.61
"2312","JB003",1,18,18,0,1,146,7,2014,"kig",38,55,7,9,5,0,9,1,0.61
"2313","JB004",2,10,10,0,1,138,15,2014,"kig",38,55,7,9,5,0,9,1,0.61
"2314","JB007",3,11,11,0,1,139,14,2014,"kig",38,55,7,9,5,0,9,1,0.61
